Entry	Entry Name	Protein families
A7TAP2	A7TAP2_NEMVE	Histone H2A family
A7TAR6	A7TAR6_NEMVE	Histone H2A family
A7TAW3	A7TAW3_NEMVE	Small GTPase superfamily, Rab family
A7TB83	A7TB83_NEMVE	
A7TBE6	A7TBE6_NEMVE	Histone H4 family
A7TBF3	A7TBF3_NEMVE	Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family
A7TBH6	A7TBH6_NEMVE	Histone H4 family
A7TBJ5	A7TBJ5_NEMVE	Histone H2A family
A7TBJ6	A7TBJ6_NEMVE	Histone H2B family
A7TBJ8	A7TBJ8_NEMVE	
A7TBV0	A7TBV0_NEMVE	Urocanase family
A7TC00	A7TC00_NEMVE	KISH family
A7TCA4	A7TCA4_NEMVE	
A7TCA6	A7TCA6_NEMVE	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family
A7TCE4	A7TCE4_NEMVE	SNF2/RAD54 helicase family
A7TCF2	A7TCF2_NEMVE	
A7TCH4	A7TCH4_NEMVE	Histone H2A family
A7TCL8	A7TCL8_NEMVE	Histone H2A family
A7TCM3	A7TCM3_NEMVE	Tom20 family
A7TCM8	A7TCM8_NEMVE	
A7TCY5	A7TCY5_NEMVE	Glycosyl hydrolase 47 family
A7TCZ2	A7TCZ2_NEMVE	Histone H2B family
A7TD16	A7TD16_NEMVE	RuvB family
A7TDI5	A7TDI5_NEMVE	GTP cyclohydrolase I family
A7TDK1	A7TDK1_NEMVE	Fucolectin family
A7XPE0	A7XPE0_POCDA	Complex I subunit 4L family
A7XPF9	A7XPF9_9CNID	Complex I subunit 4L family
A7YK81	A7YK81_CARRC	
A8DV16	A8DV16_NEMVE	Histone H4 family
A8DV29	A8DV29_NEMVE	Histone H2B family
A8DV31	A8DV31_NEMVE	Histone H4 family
A8DVI8	A8DVI8_NEMVE	Triosephosphate isomerase family
A8DVM7	A8DVM7_NEMVE	Peptidase M10A family
A8DVN2	A8DVN2_NEMVE	ALG10 glucosyltransferase family
A8DVN9	A8DVN9_NEMVE	EGF domain peptide family
A8DVR5	A8DVR5_NEMVE	EGF domain peptide family
A8DVY7	A8DVY7_NEMVE	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family
A8DW43	A8DW43_NEMVE	FAH family
A8DWE1	A8DWE1_NEMVE	Histone H4 family
A8DWG7	A8DWG7_NEMVE	Bacterial ribosomal protein bL31 family, Type A subfamily
A8DWN0	A8DWN0_NEMVE	Histone H2A family
A8DWP9	A8DWP9_NEMVE	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family
A8DWV3	A8DWV3_NEMVE	ATG2 family
A8DWV5	A8DWV5_NEMVE	Cytochrome P450 family
A9YMC2	A9YMC2_HYDOL	Complex I subunit 4L family
B0F0M4	B0F0M4_9CNID	Complex I subunit 4L family
B0F0N7	B0F0N7_9CNID	Complex I subunit 4L family
B1B5J0	SHTX5_STIHA	EGF domain peptide family
B1NWT3	NA16_ANEVI	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWT4	NA18_ANEVI	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWT5	NA19_ANEVI	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWT7	NA12D_ANEVI	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWU2	NA121_ACTEQ	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWU3	NA122_ACTEQ	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWU4	NA123_ACTEQ	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWU5	NA131_ACTEQ	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B1NWU6	NA141_ACTEQ	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
B2C8D5	B2C8D5_9CNID	Heme-copper respiratory oxidase family
B2L112	B2L112_POCDA	ATPase A chain family
B2L144	B2L144_9CNID	ATPase A chain family
B2L158	B2L158_9CNID	ATPase A chain family
B2L166	B2L166_9CNID	ATPase A chain family
B2L170	B2L170_9CNID	ATPase A chain family
B2L176	B2L176_9CNID	ATPase A chain family
B2X7E6	B2X7E6_9CNID	Complex I subunit 4L family
B2ZG38	SCR8_ORBFA	Cnidaria small cysteine-rich protein (SCRiP) family
B3FEC7	B3FEC7_ACAEU	Complex I subunit 4L family
B3FMZ1	B3FMZ1_9CNID	Complex I subunit 4L family
B3FMZ5	B3FMZ5_9CNID	Complex I subunit 4L family
B3FMZ7	B3FMZ7_9CNID	Complex I subunit 4L family
B3FMZ9	B3FMZ9_9CNID	Complex I subunit 4L family
B3FN01	B3FN01_9CNID	Complex I subunit 4L family
B3FN03	B3FN03_9CNID	Complex I subunit 4L family
B3FN05	B3FN05_9CNID	Complex I subunit 4L family
B3FN07	B3FN07_9CNID	Complex I subunit 4L family
B3FN09	B3FN09_9CNID	Complex I subunit 4L family
B3FN13	B3FN13_9CNID	Complex I subunit 4L family
B3FN15	B3FN15_9CNID	Complex I subunit 4L family
B3FN19	B3FN19_9CNID	Complex I subunit 4L family
B3FN21	B3FN21_9CNID	Complex I subunit 4L family
B3FN23	B3FN23_9CNID	Complex I subunit 4L family
B3FN25	B3FN25_IRIMG	Complex I subunit 4L family
B3FN27	B3FN27_9CNID	Complex I subunit 4L family
B3FN29	B3FN29_9CNID	Complex I subunit 4L family
B3FN31	B3FN31_9CNID	Complex I subunit 4L family
B3FN33	B3FN33_9CNID	Complex I subunit 4L family
B3FN35	B3FN35_9CNID	Complex I subunit 4L family
B3FN37	B3FN37_9CNID	Complex I subunit 4L family
B3FN39	B3FN39_9CNID	Complex I subunit 4L family
B3FN41	B3FN41_9CNID	Complex I subunit 4L family
B3FN43	B3FN43_9CNID	Complex I subunit 4L family
B3FN45	B3FN45_9CNID	Complex I subunit 4L family
B3FNQ2	B3FNQ2_9CNID	Complex I subunit 4L family
B4F7N0	B4F7N0_HYDVU	Complex I subunit 4L family
B5L5J6	B5L5J6_MADMI	Complex I subunit 4L family
B5L5M2	B5L5M2_STYPI	Complex I subunit 4L family
B8Q012	B8Q012_9CNID	Heme-copper respiratory oxidase family
B8QN54	B8QN54_9CNID	ATPase A chain family
B8QN56	B8QN56_9CNID	ATPase A chain family
B8QN70	B8QN70_9CNID	ATPase A chain family
B8QND4	B8QND4_9CNID	ATPase A chain family
C0H690	SCR1_ACRMI	Cnidaria small cysteine-rich protein (SCRiP) family
C0H691	SCR2_ACRMI	Cnidaria small cysteine-rich protein (SCRiP) family
C0H693	SCR1A_MONCP	Cnidaria small cysteine-rich protein (SCRiP) family
C0H694	SCR1B_MONCP	Cnidaria small cysteine-rich protein (SCRiP) family
C0HM25	HACT3_HELAT	
C0HM64	SCO9A_STOCO	Sea anemone structural class 9a family
C1KIY9	SCR1_ORBFA	Cnidaria small cysteine-rich protein (SCRiP) family
C1KIZ0	SCR2_ORBFA	Cnidaria small cysteine-rich protein (SCRiP) family
C1KIZ3	SCR4_ORBFA	Cnidaria small cysteine-rich protein (SCRiP) family
C1KIZ4	SCR5_ORBFA	Cnidaria small cysteine-rich protein (SCRiP) family
C1KIZ5	SCR6_ORBFA	Cnidaria small cysteine-rich protein (SCRiP) family
C7SNW9	C7SNW9_ANESU	Histone H3 family
D0PX91	D0PX91_9CNID	Complex I subunit 6 family
D0PX93	D0PX93_9CNID	Complex I subunit 6 family
D0PX94	D0PX94_9CNID	Complex I subunit 6 family
D0PXA4	D0PXA4_9CNID	Complex I subunit 6 family
D0PXA6	D0PXA6_9CNID	Complex I subunit 6 family
D0PXA9	D0PXA9_ACAEU	Complex I subunit 6 family
D0PXB1	D0PXB1_9CNID	Complex I subunit 6 family
D0PXB3	D0PXB3_9CNID	Complex I subunit 6 family
D0PXB5	D0PXB5_9CNID	Complex I subunit 6 family
D0PXB7	D0PXB7_9CNID	Complex I subunit 6 family
D0PXB9	D0PXB9_9CNID	Complex I subunit 6 family
D0PY43	D0PY43_9CNID	Cytochrome c oxidase subunit 3 family
D0PY47	D0PY47_9CNID	Cytochrome c oxidase subunit 3 family
D0PY49	D0PY49_9CNID	Cytochrome c oxidase subunit 3 family
D0PY51	D0PY51_9CNID	Cytochrome c oxidase subunit 3 family
D0PY53	D0PY53_9CNID	Cytochrome c oxidase subunit 3 family
D0PY55	D0PY55_9CNID	Cytochrome c oxidase subunit 3 family
D0PY61	D0PY61_9CNID	Cytochrome c oxidase subunit 3 family
D0PY63	D0PY63_9CNID	Cytochrome c oxidase subunit 3 family
D1FV51	D1FV51_DENGG	Complex I subunit 4L family
D1FV60	D1FV60_9CNID	Complex I subunit 6 family
D1FV61	D1FV61_9CNID	Complex I subunit 6 family
D1FV62	D1FV62_9CNID	Complex I subunit 6 family
D1FV63	D1FV63_9CNID	Complex I subunit 6 family
D1FV64	D1FV64_9CNID	Complex I subunit 6 family
D1FV65	D1FV65_9CNID	Complex I subunit 6 family
D1FV66	D1FV66_9CNID	Complex I subunit 6 family
D1FV67	D1FV67_9CNID	Complex I subunit 6 family
D1FV68	D1FV68_9CNID	Complex I subunit 6 family
D1FV69	D1FV69_9CNID	Complex I subunit 6 family
D1FV70	D1FV70_9CNID	Complex I subunit 6 family
D1FV71	D1FV71_9CNID	Complex I subunit 6 family
D2DM80	D2DM80_9CNID	Complex I subunit 4L family
D2DM81	D2DM81_9CNID	Cytochrome c oxidase subunit 2 family
D3IU23	D3IU23_9CNID	Cytochrome c oxidase subunit 3 family
D3IU25	D3IU25_9CNID	Cytochrome c oxidase subunit 3 family
D3IU31	D3IU31_9CNID	Cytochrome c oxidase subunit 3 family
D3IU37	D3IU37_9CNID	Cytochrome c oxidase subunit 3 family
D3IU47	D3IU47_9CNID	Cytochrome c oxidase subunit 3 family
D3IU53	D3IU53_9CNID	Cytochrome c oxidase subunit 3 family
D3IU92	D3IU92_9CNID	Complex I subunit 1 family
D3IUB2	D3IUB2_9CNID	Complex I subunit 1 family
D3IUB4	D3IUB4_9CNID	Complex I subunit 1 family
D3IUC5	D3IUC5_9CNID	Complex I subunit 1 family
D3IUG3	D3IUG3_9CNID	
D3IUG4	D3IUG4_9CNID	
D3IUH1	D3IUH1_9CNID	
D3IUH2	D3IUH2_9CNID	
D3IUH9	D3IUH9_9CNID	
D3IUI4	D3IUI4_9CNID	
D3IUI5	D3IUI5_9CNID	
D3IUJ8	D3IUJ8_9CNID	
D3IUJ9	D3IUJ9_9CNID	
D3IUK0	D3IUK0_9CNID	
D3VVT8	D3VVT8_9CNID	Complex I subunit 4L family
D3VVU3	D3VVU3_9CNID	Complex I subunit 4L family
D3VVV3	D3VVV3_9CNID	Complex I subunit 4L family
D3VVW0	D3VVW0_9CNID	Complex I subunit 4L family
D3VVW2	D3VVW2_9CNID	Complex I subunit 4L family
D3VVW6	D3VVW6_9CNID	Complex I subunit 4L family
D3VVX0	D3VVX0_IRIMG	Complex I subunit 4L family
D3VVX2	D3VVX2_IRIMG	Complex I subunit 4L family
D3VVX4	D3VVX4_IRISP	Complex I subunit 4L family
D3VVX6	D3VVX6_IRISP	Complex I subunit 4L family
D3VVY0	D3VVY0_9CNID	Complex I subunit 4L family
D3VVY3	D3VVY3_9CNID	Complex I subunit 4L family
D3VVY7	D3VVY7_9CNID	Complex I subunit 4L family
D3VVY9	D3VVY9_9CNID	Complex I subunit 4L family
D3VVZ3	D3VVZ3_9CNID	Complex I subunit 4L family
D3VVZ5	D3VVZ5_9CNID	Complex I subunit 4L family
D3VVZ9	D3VVZ9_9CNID	Complex I subunit 4L family
D3VW01	D3VW01_9CNID	Complex I subunit 4L family
D3VW05	D3VW05_9CNID	Complex I subunit 4L family
D3VW07	D3VW07_9CNID	Complex I subunit 4L family
D3VW09	D3VW09_9CNID	Complex I subunit 4L family
D5HML9	D5HML9_IRIMG	Complex I subunit 4L family
D8V2R6	D8V2R6_9CNID	Complex I subunit 4L family
D8VCZ1	D8VCZ1_9CNID	Complex I subunit 4L family
D8VCZ5	D8VCZ5_9CNID	Complex I subunit 4L family
D8VCZ7	D8VCZ7_9CNID	Complex I subunit 4L family
D8VD03	D8VD03_9CNID	Complex I subunit 4L family
D8VD07	D8VD07_9CNID	Complex I subunit 4L family
D8VD12	D8VD12_9CNID	Complex I subunit 4L family
D8VD14	D8VD14_9CNID	Complex I subunit 4L family
D8VD16	D8VD16_9CNID	Complex I subunit 4L family
D8VD18	D8VD18_9CNID	Complex I subunit 4L family
D8VD22	D8VD22_9CNID	Complex I subunit 4L family
D8VD24	D8VD24_9CNID	Complex I subunit 4L family
D9Z8J1	D9Z8J1_9CNID	Complex I subunit 4L family
D9Z8J3	D9Z8J3_9CNID	Complex I subunit 4L family
D9Z8J5	D9Z8J5_SWIPA	Complex I subunit 4L family
D9Z8J9	D9Z8J9_9CNID	Complex I subunit 4L family
E2D8G4	E2D8G4_9CNID	
E5BC48	E5BC48_9CNID	ATPase A chain family
E5BC50	E5BC50_9CNID	ATPase A chain family
E9BVV1	E9BVV1_9CNID	Complex I subunit 4L family
F1CC72	F1CC72_9CNID	Heme-copper respiratory oxidase family
F2VYZ4	F2VYZ4_9CNID	
F2VYZ7	F2VYZ7_9CNID	
F2VYZ9	F2VYZ9_9CNID	
F2VZ02	F2VZ02_9CNID	Cytochrome c oxidase subunit 3 family
F2VZ04	F2VZ04_9CNID	Cytochrome c oxidase subunit 3 family
F2VZ06	F2VZ06_9CNID	Cytochrome c oxidase subunit 3 family
F2VZ08	F2VZ08_9CNID	Cytochrome c oxidase subunit 3 family
F2Z8E7	F2Z8E7_9CNID	Complex I subunit 4L family
F2Z8G1	F2Z8G1_9CNID	Complex I subunit 4L family
F8ULZ1	F8ULZ1_9CNID	Complex I subunit 4L family
F8UM04	F8UM04_FIMAN	Complex I subunit 4L family
F8UM17	F8UM17_9CNID	Complex I subunit 4L family
F8UM30	F8UM30_9CNID	Complex I subunit 4L family
F8UM43	F8UM43_9CNID	Complex I subunit 4L family
G0W2H7	BDS3_BUNGR	Sea anemone type 3 (BDS) potassium channel toxin family
G0W2H9	BDS3B_BUNGR	Sea anemone type 3 (BDS) potassium channel toxin family
G0W2I1	BDS3D_BUNGR	Sea anemone type 3 (BDS) potassium channel toxin family
G4V2Y5	G4V2Y5_DENCT	Complex I subunit 4L family
G4V2Z9	G4V2Z9_DENSU	Complex I subunit 4L family
G4V313	G4V313_SCLGR	Complex I subunit 4L family
G4V327	G4V327_9CNID	Complex I subunit 4L family
G8DLT5	G8DLT5_DENML	Complex I subunit 4L family
G8DLU9	G8DLU9_9CNID	Complex I subunit 4L family
G8DLW3	G8DLW3_9CNID	Complex I subunit 4L family
G8DLX7	G8DLX7_EUPCB	Complex I subunit 4L family
G8DLZ7	G8DLZ7_AURAU	Complex I subunit 4L family
G8DM12	G8DM12_CHRQI	Complex I subunit 4L family
G8HBY9	G8HBY9_9CNID	ATPase A chain family
G8HC35	G8HC35_9CNID	ATPase A chain family
G8HC39	G8HC39_9CNID	ATPase A chain family
G9IBY5	G9IBY5_CARAL	Complex I subunit 4L family
G9ISC5	G9ISC5_CASAN	Complex I subunit 4L family
G9ISD8	G9ISD8_CLAMU	Complex I subunit 4L family
G9ISF4	G9ISF4_CASFR	Complex I subunit 4L family
G9ISG9	G9ISG9_CYACP	Complex I subunit 4L family
G9ISI1	G9ISI1_9CNID	Complex I subunit 4L family
G9ISJ5	G9ISJ5_LINUG	Complex I subunit 4L family
G9ISK9	G9ISK9_CATMO	Complex I subunit 4L family
G9ISM2	G9ISM2_9CNID	Complex I subunit 4L family
G9ISN7	G9ISN7_CUBAP	Complex I subunit 4L family
G9ISP9	G9ISP9_9CNID	Complex I subunit 4L family
G9ISR5	G9ISR5_9CNID	Complex I subunit 4L family
G9ISS8	G9ISS8_LAOFL	Complex I subunit 4L family
G9ISU3	G9ISU3_LUCJA	Complex I subunit 4L family
G9ISV5	G9ISV5_9CNID	Complex I subunit 4L family
G9ISW9	G9ISW9_OBELO	Complex I subunit 4L family
G9ISY5	G9ISY5_PELNO	Complex I subunit 4L family
G9ISZ7	G9ISZ7_9CNID	Complex I subunit 4L family
G9IT33	G9IT33_CHIFL	Complex I subunit 4L family
G9IT38	G9IT38_9CNID	
G9IT45	G9IT45_9CNID	Complex I subunit 4L family
G9IT50	G9IT50_9CNID	Complex I subunit 4L family
G9IT65	G9IT65_9CNID	
G9IT68	G9IT68_9CNID	Complex I subunit 4L family
G9IT75	G9IT75_9CNID	Complex I subunit 4L family
H2FGB5	H2FGB5_PORLU	Ferritin family
I6TGP8	I6TGP8_9CNID	Complex I subunit 4L family
I6TGR0	I6TGR0_9CNID	Complex I subunit 4L family
I6TGR4	I6TGR4_9CNID	Complex I subunit 4L family
I6TGU3	I6TGU3_9CNID	Complex I subunit 4L family
I6TGV6	I6TGV6_9CNID	Complex I subunit 4L family
I6TGW7	I6TGW7_9CNID	Complex I subunit 4L family
I6TGX9	I6TGX9_9CNID	Complex I subunit 4L family
I6TH06	I6TH06_9CNID	Complex I subunit 4L family
I6TH19	I6TH19_9CNID	Complex I subunit 4L family
I6TH30	I6TH30_9CNID	Complex I subunit 4L family
I6TH62	I6TH62_9CNID	Complex I subunit 4L family
I6TH65	I6TH65_9CNID	Complex I subunit 4L family
I6TS42	I6TS42_9CNID	Complex I subunit 4L family
I6TS56	I6TS56_9CNID	Complex I subunit 4L family
I6TS72	I6TS72_9CNID	Complex I subunit 4L family
I6TS90	I6TS90_9CNID	Complex I subunit 4L family
I6TS96	I6TS96_9CNID	Complex I subunit 4L family
I6TSA7	I6TSA7_9CNID	Complex I subunit 4L family
I6TSB9	I6TSB9_9CNID	Complex I subunit 4L family
I6TSD2	I6TSD2_9CNID	Complex I subunit 4L family
I6TSG3	I6TSG3_9CNID	Complex I subunit 4L family
I6TSH6	I6TSH6_9CNID	Complex I subunit 4L family
I6TSI8	I6TSI8_9CNID	Complex I subunit 4L family
I6TSK0	I6TSK0_9CNID	Complex I subunit 4L family
I6TSL3	I6TSL3_9CNID	Complex I subunit 4L family
I6UAD2	I6UAD2_9CNID	Complex I subunit 4L family
I6UAH3	I6UAH3_ISIAR	Complex I subunit 4L family
I6UAJ1	I6UAJ1_9CNID	Complex I subunit 4L family
I6UAM4	I6UAM4_9CNID	Complex I subunit 4L family
I6UAN2	I6UAN2_9CNID	Complex I subunit 4L family
I6UAP0	I6UAP0_9CNID	Complex I subunit 4L family
I6UJ36	I6UJ36_9CNID	Complex I subunit 4L family
I6UJ46	I6UJ46_9CNID	Complex I subunit 4L family
I6UJ63	I6UJ63_9CNID	Complex I subunit 4L family
I6UJ92	I6UJ92_9CNID	Complex I subunit 4L family
I6UJA3	I6UJA3_9CNID	Complex I subunit 4L family
I6UJB3	I6UJB3_ISIAR	Complex I subunit 4L family
I6UJE8	I6UJE8_9CNID	Complex I subunit 4L family
I6UJF8	I6UJF8_9CNID	Complex I subunit 4L family
I6UJG9	I6UJG9_9CNID	Complex I subunit 4L family
I6UJI5	I6UJI5_9CNID	Complex I subunit 4L family
I6UL60	I6UL60_9CNID	Complex I subunit 4L family
I6UL68	I6UL68_9CNID	Complex I subunit 4L family
I6ULB9	I6ULB9_9CNID	Complex I subunit 4L family
I6ULC9	I6ULC9_9CNID	Complex I subunit 4L family
I6ULD7	I6ULD7_9CNID	Complex I subunit 4L family
I6ULH6	I6ULH6_9CNID	Complex I subunit 4L family
I6ULI8	I6ULI8_9CNID	Complex I subunit 4L family
I6ULM2	I6ULM2_9CNID	Complex I subunit 3 family
I6ULP1	I6ULP1_9CNID	Complex I subunit 4L family
I6WNT2	I6WNT2_9CNID	Complex I subunit 4L family
I7CEF8	I7CEF8_RENMU	Complex I subunit 4L family
I7DBQ2	I7DBQ2_SINPE	Complex I subunit 4L family
I7DLM3	I7DLM3_9CNID	Complex I subunit 4L family
I7DPR0	I7DPR0_9CNID	Complex I subunit 4L family
K4HMB9	K4HMB9_PARAG	Complex I subunit 4L family
K9MR37	K9MR37_PLACR	Complex I subunit 4L family
L7PFT3	L7PFT3_EUNCA	Complex I subunit 4L family
L7PH90	L7PH90_9CNID	Complex I subunit 4L family
L7PHB7	L7PHB7_9CNID	Complex I subunit 4L family
L7PHC3	L7PHC3_9CNID	Complex I subunit 4L family
L7PJW1	L7PJW1_9CNID	Complex I subunit 4L family
M1KCA7	M1KCA7_9CNID	Complex I subunit 4L family
O47492	NU4LM_METSE	Complex I subunit 4L family
O47493	ATP8_METSE	ATPase protein 8 family
O63847	O63847_SARGL	Complex I subunit 1 family
O63851	NU4LM_SARGL	Complex I subunit 4L family
P0C1F1	NA13_ANTEL	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C1F3	NA122_ANTEL	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C1G1	UP1_URTPI	
P0C2M4	CC1_BUNCI	
P0C5F5	NA17A_ANTS7	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5F6	NA18A_ANTS7	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5F7	NA116_ANTS7	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5F8	NA11_ANTXA	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5F9	NA12_ANTXA	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5G0	NA13_ANTXA	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5G1	NA14_ANTXA	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5G2	NA15_ANTXA	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0C5G3	NA16_ANTXA	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0DL60	SCR_METSE	Cnidaria small cysteine-rich protein (SCRiP) family
P0DL61	SCR_ANEVI	Cnidaria small cysteine-rich protein (SCRiP) family
P0DMD7	KV51_METSE	Sea anemone type 5 potassium channel toxin family
P0DMW6	VKT3A_ACTEQ	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
P0DMW7	VKT3B_ACTEQ	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
P0DMW8	VKT33_ACTEQ	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
P0DMW9	VKT34_ACTEQ	Venom Kunitz-type family, Sea anemone type 2 potassium channel toxin subfamily
P0DMX5	BDS2C_ANTEL	Sea anemone type 3 (BDS) potassium channel toxin family
P0DMY9	GIG4_ANEVI	EGF domain peptide family
P0DMZ0	GIG5_ANEVI	EGF domain peptide family
P0DMZ1	NA111_ANEVI	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P0DMZ3	TX8A_ANEVI	Sea anemone 8 toxin family
P0DMZ4	TX8B_ANEVI	Sea anemone 8 toxin family
P0DMZ5	TX8C_ANEVI	Sea anemone 8 toxin family
P0DMZ6	TX8D_ANEVI	Sea anemone 8 toxin family
P0DMZ7	TX8E_ANEVI	Sea anemone 8 toxin family
P0DPE7	CJTL7_EPIJA	
P0DQR2	NV6_NEMVE	
P0DQR3	NV7_NEMVE	
P0DQR4	NV8_NEMVE	
P0DQR8	CL8L_NEMVE	
P0DUW7	SMP90_STOME	
P10453	NA11_ANTFU	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P30783	NA22_RADCR	Sea anemone sodium channel inhibitory toxin family, Type II subfamily
P30784	NA24_RADCR	Sea anemone sodium channel inhibitory toxin family, Type II subfamily
P30785	NA25_RADCR	Sea anemone sodium channel inhibitory toxin family, Type II subfamily
P30831	NA21_RADCR	Sea anemone sodium channel inhibitory toxin family, Type II subfamily
P49127	TXCL2_CALPA	Sea anemone sodium channel inhibitory toxin family
P58705	FFKA_ANTEL	
P58706	FYRI_ANTEL	
P58707	FLRN_ANTEL	
P69207	MORN_ANTEL	
P80577	PEDB_HYDVU	
P82803	NA1C1_BUNCN	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
P84851	TX115_PHYSE	
P86462	BDS78_BUNCN	Sea anemone type 3 (BDS) potassium channel toxin family
P86463	BDS52_BUNCN	Sea anemone type 3 (BDS) potassium channel toxin family
P86464	BDS21_BUNCN	Sea anemone type 3 (BDS) potassium channel toxin family
P86466	TX9A0_BUNCN	Sea anemone structural class 9a family
P86468	TX150_BUNCI	EGF domain peptide family
P86469	TX156_BUNCN	
P86470	BDSV_BUNCI	Sea anemone type 3 (BDS) potassium channel toxin family
Q06LF7	Q06LF7_AURAU	Complex I subunit 4L family
Q071U8	Q071U8_9CNID	Complex I subunit 4L family
Q196G3	Q196G3_9CNID	Complex I subunit 4L family
Q196H6	Q196H6_9CNID	Complex I subunit 4L family
Q196I3	Q196I3_SIDRA	Complex I subunit 4L family
Q196J6	Q196J6_PORPI	Complex I subunit 4L family
Q196K9	Q196K9_PAVCL	Complex I subunit 4L family
Q196M1	Q196M1_9CNID	Complex I subunit 4L family
Q196N5	Q196N5_MUSAG	Complex I subunit 4L family
Q196P8	Q196P8_COLNT	Complex I subunit 4L family
Q196R1	Q196R1_9CNID	Complex I subunit 4L family
Q196S4	Q196S4_AGAHU	Complex I subunit 4L family
Q197G7	Q197G7_9CNID	Complex I subunit 4L family
Q197H8	Q197H8_9CNID	Complex I subunit 4L family
Q197I6	Q197I6_RICFL	Complex I subunit 4L family
Q197J9	Q197J9_9CNID	Complex I subunit 4L family
Q197L8	Q197L8_ANTBI	Complex I subunit 4L family
Q1JQH7	Q1JQH7_9CNID	SRY family
Q2EZ59	Q2EZ59_SIDRA	Complex I subunit 1 family
Q2EZ60	Q2EZ60_SIDRA	Complex I subunit 3 family
Q2EZ61	Q2EZ61_PORPI	Complex I subunit 1 family
Q2EZ62	Q2EZ62_PORPI	Complex I subunit 3 family
Q2EZ64	Q2EZ64_PORCO	Complex I subunit 1 family
Q2EZ65	Q2EZ65_PORCO	Complex I subunit 3 family
Q2EZ66	Q2EZ66_PORCO	
Q2EZ67	Q2EZ67_PORCO	Complex I subunit 3 family
Q2EZ68	Q2EZ68_PORAS	Complex I subunit 1 family
Q2EZ69	Q2EZ69_PORAS	Complex I subunit 3 family
Q2EZ78	Q2EZ78_PAVCL	Complex I subunit 1 family
Q2EZ79	Q2EZ79_PAVCL	Complex I subunit 3 family
Q2EZ80	Q2EZ80_MUSAG	Complex I subunit 1 family
Q2EZ81	Q2EZ81_MONCP	Complex I subunit 1 family
Q2EZ82	Q2EZ82_AGAHU	Complex I subunit 1 family
Q2EZ83	Q2EZ83_AGAHU	Complex I subunit 3 family
Q2EZ85	Q2EZ85_9CNID	Complex I subunit 1 family
Q2EZ86	Q2EZ86_9CNID	Complex I subunit 3 family
Q2EZ87	Q2EZ87_9CNID	
Q2EZ88	Q2EZ88_9CNID	Complex I subunit 3 family
Q2EZ90	Q2EZ90_9CNID	Complex I subunit 1 family
Q2EZ91	Q2EZ91_9CNID	Complex I subunit 3 family
Q2EZ92	Q2EZ92_9CNID	
Q2EZ93	Q2EZ93_9CNID	Complex I subunit 3 family
Q2EZ95	Q2EZ95_9CNID	Complex I subunit 1 family
Q2EZ96	Q2EZ96_9CNID	Complex I subunit 3 family
Q2EZ97	Q2EZ97_9CNID	
Q2EZ98	Q2EZ98_9CNID	Complex I subunit 3 family
Q2F6F6	Q2F6F6_ANTEL	G protein gamma family
Q2VQU4	Q2VQU4_CYACP	Heme-copper respiratory oxidase family
Q3C255	ACR2A_ACTEQ	
Q3C257	ACR1A_ACTEQ	Acrorhagin I family
Q4G6C4	Q4G6C4_ORBFA	Complex I subunit 4L family
Q4G6F0	Q4G6F0_ORBFR	Complex I subunit 4L family
Q4G6G3	Q4G6G3_ORBAN	Complex I subunit 4L family
Q56GW3	Q56GW3_HYDEC	Universal ribosomal protein uL10 family
Q58HH1	Q58HH1_HYDEC	Tubulin family
Q58HH2	Q58HH2_HYDEC	Tubulin family
